text,sentiment
never touched drop,1
college graduate,1
ah hate happens race erase m week going,0
crazy day today feeling going way tomorrow enjoy couple day though,1
pretty tired nice full day,2
happy star war day im going make pasta get showered dressed watch film like day day,2
suprnatural ok thanx much u send answer private mail u like would sooo cool wish birmingham,2
gone tea bag call obbsessed say thirsty,1
molecule sackiroth,1
perfect outside work,2
feeling like today hopefully nice relaxing swim trick,1
great found star war day may hugged ewok today,2
wah sad,1
long day matinee evening show sad tomorrow last ever welsh college show,0
thanks one hit patron since,2
back athens great time budapest,2
whole earth festival,1
check funny movie,2
lost owm tryinh find matter,1
well u brit wait day thought gon na released guess worth wait,2
happy mother dayy,2
got ticket go dad girlfriend see eric clapton steve winwood arc angel june toyota center woo,2
beautiful morning mountain,2
broke bottle probably focus work instead thinking songgoeswrongs,1
whoa man great one went heaven second u know lah pls shhh lol sorry u,1
car car hospital nxt day got ta go pick loaner car bein without wheel set back heavy,1
ouuhh dont cry feel sad right,0
find via twitter,1
snotty nose poorly chest good,0
john john switched meaning pimp someone still pwns halo wasted hahahaha another amazing night,2
jon lakers video blackberry,1
photo niceeeee,2
g morning twitter world relaxing family sunday methinks,2
got mine wouldnt let call,1
never answer,0
sunny workin much progress let know,1
bus nyc,1
gon na miss dont worry sure,1
home work today son sick,0
nbooklife heard seems overreaction,0
chilled day party tomorrow,1
yes ready go got ugh sooo pretty outside,2
ryan stile still funniest man ever got great news great news tonight happy could burst,2
bad work,0
explore site find cool stuff,2
annoyed,0
girl ooc sorry keep missing,0
u brilliantly sweetie blessing joy,2
back school working bach project,1
least firmware upgrade buying time get tax return really,1
weekend abouttttto suck,0
mind sam liked kate like chris smarmy,0
thanks gifford lecture page,2
btw still believe awesome newjabbakidz performance u mask screamed pc,2
chapman whuffaoke night gillette stadium,1
madly love row wishing money,2
babysitting text keep company,1
miss u ceddy,0
happy mother day mother,2
never seen x men film supposed good thought,2
w thank,2
got copy yesterday although right digging scala read yet,0
good think joining later hyper hell though whee,2
found friend dad passed away yesterday,0
wrap well lesson take photo famous maybe really,1
twitter facebook myspace phone still,1
wanted take photo storm misplaced camera,1
indeed nice week,2
im home friday night good,2
made look old picture cat want kitty,1
know barely believe almost thanks review lovely,2
well get call back oh well,1
know mom gave clean macbook white tinted grayish blue black desk,2
horrible experience dentist crown made fit right fix give back money,0
got sold,1
count,0
playing game leave work work til least tonight,1
great saying old,2
good thanks miami saying come u wrote,2
wish sleeping got ta work less hour wait u,1
fun flashy fed hill im sure imported cheeto eating fit lol,2
look like rain oh well give chance work new crochet pattern work,2
weekend sunny got another puncture,0
favorite thing fuzzball swine flu,2
reading,1
rhinitis boohooo poor nose,0
day pain,1
sweet deal want see movie methinks may star trek movie night time hmm,2
hahahaha omg win internetz today trying turn zac efron hahaha,2
music aah stopped getting update home page saddd im guna follow worked tswift,0
darn go whole weekend without em,0
headache cold,0
hungry appetite,0
monarchy gon na bleed u dry nothing slave pig c reconize country anymore,0
lovely weekend away kit coty relaxed well rested ready week ahead back nnc two week,2
hoe none,1
ok getting pink stripey one subtle bit bored floral print ok,0
hey babee love yoooouuu rp time,2
uft im tutoring lil si shes cute even though shes eighth grader p,2
wow thats impressive luckily im rush feel friend getting younger cant move house tricky,1
sitting everyone took good seat,2
paulevans heyyyyy boo,1
going drink mojito lay watch movie hubby goodnight fellow tweeter,2
maybe need start wholey created evolution wholely composed matter flickr group,1
crazy fun make man nice sri lanka spiritual place yes,2
happy mother day mother,2
figuring watch middlesbrough game next year dreaded drop,1
jealous family amazing breakfast get rice crispies,1
maxin relaxin almost bed time,1
got best dressed,2
university hungry,1
kid summer pool taken tanning girl haiku yayschoolisout sarcasm,1
haha suck actually mine worse mine ft math eww,0
happiness like peeing pant nobody see feel warm sensation,2
sooo tired wish time nap work,0
dont get twitter someone help,1
know u r wont til service u,1
top way go green pretty helpful kinda cool actually,2
raining,1
workplace short sleeved shirt absolutely necessary today,1
cant sleeeeep miss long hairrr,0
want lol got coffee ha ha,1
finally upgraded spotify premium exceeded threshold awesomeness time ago iphone app remote,2
retweet others good tweet least day get involved thing twitter,2
sun back could kind weather last january february like jacket,2
recogns could get assignment way june bring,1
better get sleep soon get go sunday meetin pas invite jewelery party,1
congratulation icehockey victory switzerland,2
go log twitter detail add pic,1
hey much,1
stayn home school sick doc say bronchitis,0
yummmm make sure u leave im home cleaning working mad hard,0
say love mom,2
download iemoticons appstore â â½ cool,1
relaxing,2
hi kendra whats follow,1
relaxing night home best people,2
anyone twitter issue eating tweet,1
know list miss b c conflicting plan go,0
work depressing hell want someone fukin come holiday august,0
wish one area,2
back work warm today,0
question character one history great unanswered would say,2
ok actually going sleep hour tweet far much already,1
thanks following pretty complicated id lol,1
ur taking tease lesson guy fair lol oh well wait patiently,1
miss,0
going take sociology exam back bed,1
going bed soon,1
wow feel like ish really feel bad ignorent aholes wont overturn prop,0
working bit,1
going great productive week feel positive thinking key,2
firefly weekend scifi channel happy man,2
worried arabelle tweet please text,0
hmm blog let post comment,0
im backkkk hungry hell havent ate today,0
feel depressed save thanks nothing,0
steel toe boot good hear comfy hopefully kodiak terra brand,2
yeah work day,1
used row high school found rowing club ten minute away thought sign,1
tom get ready porto alegre really cold,1
haha mate btw seen film called american history x starring edward norton,1
coffee,1
go mail,1
monday start friday least work day week long day,1
next time might get time bus anything,1
good morning hun loved movie happens vega good movie,2
sure wish mind could enter box called nothing men brain go exhausting,0
sorry get projector working windoze laptop ton people came afterwards saw live,0
back home hmm rly going miss boo day like wtf,0
thank rec work,1
long day office tiring week,0
sorry andrew wish something could,0
going uk take,1
really excited queen bee power mom list feel really really honored nielsenpowermoms,2
palawan couple day ago try post picture tom,1
clive birthday pat,1
new episode hitman reborn yet,1
yay twitter,2
mucking guitar rig demo,1
goood,2
hmmm whole body feel sore,0
wat nice day rachel decided walk work walk back lol warm inside tho,2
get motivated fact know wake productive go sleep though,2
needed watch white house correspondent dinner would cheered,2
tired think imma go bed,0
shoe,1
filing much less fun sorting co still look hunt detail,2
cry believe lost chat,0
gon na able talk,0
cool cant wait dustbin baby,2
actually quite good considering bed long day tomorrow june please come soon soon,2
hapee mother day mother,2
gasp pulleaase dont hate u ask question dont answer given time cant see sorry,1
congrats bike ride today impressive indeed ya might tour de france day,2
haha okay fun haha,2
today eventful,2
ohh realized still talking b like dat time,0
wait get hand new blackberry one dying,0
hour later still drunk drive shame letting drink much peak spirit right,0
know really wan na stuff im school next week ill free day week ill hit u,0
little booboo sick,0
happy mother day mother,2
please everybody,1
omg woke sleeping arm aching hurt bad,0
wow hehehe mushy mushy mode,2
eh cold,1
hey cant wait u guy come jersey woop hope ur lookin coz r x,2
thanks good tv simple dollhouse,2
class color day tomorrow last time lot remember tomorrow bet forget,1
good,2
post reminded sit something look like steak dinner,1
sturday night live,1
